Appalled by London Bridge attack. Deepest condolences and sorrow for the victims. Utmost admiration for police and emergency services.,1
"When your tax policy unravels five days before the election, things aren't tickety-boo with the campaign... https://t.co/SxnNigEsPh",1
"RT @AndrewSparrow: May 'weak and feeble and spineless over climate change', says Ed Miliband - https://t.co/FogUa80o6V",1
This appears to be another statement we haven't signed. We used to be part of the high ambition coalition.â€_ https://t.co/UGAdceQF5O,1
"Merkel, Macron, Gentiloni, Trudeau, Obama speak out. May hides behind bland Downing St briefing. So bad for Britainâ€_ https://t.co/OoxJw0GHIK",1
.@theresa_may Why are you missing from this statement? You can't stand up for Britain because you won't stand up toâ€_ https://t.co/2VpCI4SP74,1
.@WestEndJCP Can I report someone who has failed to attend two job interviews in 48 hours. I know where she lives.â€_ https://t.co/VqtkPB3lcF,1
Hell No. She's not tough enough... https://t.co/OTo8eAJIzq,1
@ts_ocelot @JamesDMorris Yup. Right address: within margin of error,1
The pollsters have been off my Christmas card list since 2015. #justsaying,1
Well done @jeremycorbyn tonight. These gigs are hard. It was an assured performance.,1
"Tory plans acc. to @TheIFS: Day to day spending cut, welfare cuts of Â£11 billion, 1% public sector pay cap, per pupil spending falls 7%.",1
Very striking that @theresa_may plans 5 more years of austerity(see @TheIFS) but is trying to pretend otherwise. She deserves to be asked...,1
RT @CarolineFlintMP: 3 Ward Challenge #Thorne #Hatfield #Rossington &amp; Monday we do it all over again.  _Ÿ™è @JaynePDunn @lukebassettsyc @Ed_Miâ€_,1
Very proud of Judge Justine...a great achievement. https://t.co/YYsn3paMjk,1
RT @MarinaHyde: This is brilliant and beautiful and incredibly affecting by @alexispetridis https://t.co/HMqOFXf1pX,1
"RT @SkyNews: Defiant poem pays tribute to the spirit of Manchester, written and performed by @LongfellaPoet at the #ManchesterAttack vigil.â€_",1
"RT @TomCMaguire: What an amazing moment, @What_Liam_Said on #Manchester #Courteeners https://t.co/mgvZQcRzpO",1
Deepest sadness and horror at the attack in Manchester. An appalling act of cruelty. My heart goes out to the victims and their families.,1
LOL ---we're in deep doo-doo so let's make something up. https://t.co/3Lo3eW4IMV,1
We need to hear the voice of young people in this election. Register to vote by midnight tonight:â€_ https://t.co/bmm36wvhMZ,1
NOTHING HAS CHANGED.... https://t.co/cxzOf9UmnK,1
"This is now a character issue as well as a care issue. When PM says ""nothing has changed"" she is lying. If she lies about this what else?",1
This isn't just an incompetent non u-turn it's a lie. Nobody mentioned a cap because there wasn't going to be one. #takingpeopleforfools,1
School meals disguised as being about rich but hits those on low incomes. Same w/winter fuel. Tories need to be askâ€_ https://t.co/zWHCh9Di9G,1
@mehershima What kind of quote,1
I do love Moomins https://t.co/CExCuNkDOx,1
"RT @KarlTurnerMP: Remember #Thatcher the milk snatcher? We now have #May the free school meal taker. Be afraid, be very afraid it's #Maggieâ€_",1
Brilliant reception for @Vernon_Coaker in Gedling this AM on the #labourdoorstep. #voteVernon to re-elect a fabulouâ€_ https://t.co/LgKhbm3rMF,1
RT @HollyLynch5: Thanks to #LabourLegend @Ed_Miliband for joining this great team to speak to people in Northowram today! https://t.co/44a5â€_,1
"RT @jaynehillmorley: Thanks so much @Ed_Miliband for visiting Morley&amp;Outwood to campaign for Neil Dawson @MorleyNeil - Neil lives here, heâ€_",1
.@IainDale Spot the difference: Labour proposed taking allowance from richest 5% of pensioners. Tories proposing taâ€_ https://t.co/pmLmkqFpHW,1
RT @KarlTurnerMP: Furious #Tory council leader criticises his own @Conservatives party (From Echo) https://t.co/t6E5TZvCEe,1
RT @faisalislam: ...certainly as defined above in party briefing many millions will lose the winter fuel allowance: it's not just being takâ€_,1
"RT @faisalislam: Cons Winter Fuel Allowance policy is to pay it ""only to least well off pensioners"" - if defined by pension credit recipienâ€_",1
"All evidence suggests 10 million pensioners lose winter fuel allowance w/Tory plan. If they want to deny, let themâ€_ https://t.co/eNtC1DHWdJ",1
"I'm old enough to remember when David Cameron was moving beyond free market, laissez-faire dogma...#dejavusameoldtories",1
"By definition, this is NOT about 'rich' pensioners when it affects majority of older people. Lots of pensioners onâ€_ https://t.co/3sYur6X5GZ",1
"Rhodri Morgan was one of the best: a passionate, principled, witty, decent man who made a difference. My heart goes out to Julie.",1
A dangerous despot who tries to pervert mechanisms of law enforcement and...President Erdogan. https://t.co/ODmyJFRN7s,1
How can a 'revolution' in workers' rights be silent about zero-hour contracts which cause such terrible  insecurityâ€_ https://t.co/JEFnB4nXUx,1
May:Claim revolution in 'council housing/workers' rights/other thing where you're rubbish' &amp; hope no-one notices you're sill mostly rubbish.,1
Election winning photo op imho https://t.co/sft9fzffAg,1
@BethanyKelsall It wasn't casual. You stared...! _Ÿ™‚,1
Trump: I did it for Hillary...Yep that'll work.,1
"RT @itvnews: 'Real thing is always better than the imitation': Miliband slams Tory plan for cap to stop 'rip off' energy priceshttps://t.câ€_",1
.@GClarkUK Anyone home? @theresa_may couldn't answer the question. Can you? https://t.co/ie3EEzfsix,1
".@GClarkUK As far as I can tell, no guarantee that energy prices won't rise next year under Tory policy. Is that right? Asking for a friend.",1
RT @bbcnickrobinson: Tories say energy price cap not same as Labour's as set by regulator not ministers. Raises Q - Is there any guaranteeeâ€_,1
"Rupert Murdoch damns himself w/ defence of scandals at Fox News:""It's getting record ratings"". Fit and proper?No way https://t.co/l18ZeyY8Ib",1
@tarsha_harrison Was there tonight. We are coming on Wednesday. 530 Sprotbrough library...Come  and canvas with us..,1
Relief that Le Pen has lost. Congratulations @EmmanuelMacron for beating the politics of hate and division. #Presidentielle2017,1
"Congratulations to all the elected Doncaster Labour councillors, an overall gain of two seats with the Tories losing one. Great result.",1
Congratulations to @MayorRos on a brilliant and well-deserved win with more than 50 percent of vote--1st time in history of Doncaster mayor.,1
RT @CllrRachel: Aaaand we're done. Thanks to @Ed_Miliband for joining us on the last session of the campaign round The Oval in #Woodlands hâ€_,1
RT @CllrKevin: Out with @Ed_Miliband @DanJarvisMP &amp; @CllrRachel in #Scawsby supporting the reelection of @MayorRos and #TeamLabour in #doncâ€_,1
Good luck to brilliant @MayorRos &amp; all our council candidates tomorrow. Doncaster is on the up. Vote Labour so they can continue their work.,1
Yep. There's always some smart-arse that has to spoil it https://t.co/7zuikHbRAd,1
RT @nightgibson: @Ed_Miliband Bit more of a close up to show. He really did mow the lawn @mark4thorne https://t.co/zYncz7KKRr,1
.@theresa_may  we should talk... https://t.co/rQolJH2mPl,1
Following instructions for grassroots strategy in Doncaster North https://t.co/X2g5DQQSJN,1
RT @ThorneLabour: @Ed_Miliband joined us on the #labourdoorstep #Moorends this aft supporting @SusanJDurant @mark4thorne @Joe_Blackham @Mayâ€_,1
"Statement on Sky bid following Ofcom meeting earlier today with me, @vincecable &amp; @LordCFalconer https://t.co/YgQYiGhZaG",1
RT @ThorneLabour: Jon is a young voter in #Moorends Hes voting for @Ed_Miliband @SusanJDurant @mark4thorne @Joe_Blackham @MayorRos to contiâ€_,1
"Strong &amp; Stable Gov 1 (2015):PM resigns, manifesto shredded, Scottish independence threat, election called, man buys shed. Fancy the sequel?",1
RT @Byline_Media: The explosive email from @tnewtondunn to @TheSun editor that raises possible Hacking of politicians in 2011 https://t.co/â€_,1
"RT @MattGarrahan: The new Fox News lawsuit clearly echoes the UK phone-hacking scandal. Allegations of electronic surveillance, computer haâ€_",1
Stewart Wood: Now Professor Lord Podcaster...Do listen https://t.co/D4r1IWWlnO,1
Non election news....Has the Murdoch empire cleaned up its act? Not if you believe phone-hacking: the sequel. See tâ€_ https://t.co/7lQCqtOTB4,1
"Fallon, of course, talking garbage...2015 manifesto:""Labour will freeze energy bills until 2017, ensuring that billâ€_ https://t.co/hW6otB9s3B",1
Do not panic too much about this tweet. I guess @EmmunelMacron has many friends. I also met him once... https://t.co/OzLb0q4r4m,1
"Tories in for kicking from Sun and Mail tomorrow for energy policy.Just wait: Marxist madness, anti-business, back to 70s...",1
RT @JonnyR_Labour: @Ed_Miliband The price freeze was only part of the package of reform. The long term measure was splitting generation &amp; sâ€_,1
Where were these people for last 4 years since I proposed cap?Defending a broken energy market that ripped people oâ€_ https://t.co/ixvwLVhpXJ,1
Thanks to everyone who came out campaigning in Campsall and Scawthorpe. Now onto Bentley for third session of the dâ€_ https://t.co/qy6AQBKLjU,1
Great to be supporting @MaryCreaghMP tonight. Hope all Wakefield party members will go out and work for her betweenâ€_ https://t.co/zl7BBCx1le,1
This election is a fight about future of country.Just met my CLP. Looking forward to playing my part as Labour candidate in Doncaster North.,1
"Thanks to Adam, Josh, Alex, @WeeMissBea and brilliant team at #thelastleg for their hospitality--and A-ha.â€_ https://t.co/3vsjgDWti1",1
3/ The strength of our response goes directly to Labour's ability to be a credible vehicle to tackle prejudice and hate in all its forms.,1
2/I am appalled that even now Ken shows no real remorse. His status should be revisited in the light of his continuing offensive behaviour.,1
1/I was deeply offended by Kenâ€™s original remarks. Equivocation about antisemitism or rewriting Nazi history can have no place in Labour.,1
It makes it significantly more likely that we can build a majority in the country and indeed parliament for a moreâ€_ https://t.co/5TxVSRgeVt,1
How and why progressives must fight to shape post-Brexit Britain. My Observer piece with @hilarybennmp https://t.co/DNNiupjvzN,1
RT @CllrRachel: Thanks to @RachelReevesMP &amp; @Ed_Miliband for joining our huge team of @UKLabour volunteers in #Adwick this afternoon! httpsâ€_,1
".@vincecable, Ken Clarke, Lord Falconer &amp; I have made two submissions to Ofcom on why Sky bid should be blocked. https://t.co/Gz7NmfTfFB",1
"Great to meet Something for Everyone group in Campsall, competing to win Â£50K in #peoplesprojects. Please vote https://t.co/nN41J5hjY1",1
You explicitly said nobody would ever know. Hope your songs are better than your ability to keep secrets. https://t.co/X6OZKIGqu0,1
@nmcinroy you're wrong,1
The 1950s called and asked for their headline back.#everydaysexism https://t.co/s1W1XfhrhN,1
Brilliant event unveiling memory wall in Moorends to commemorate the community's mining heritage. https://t.co/p4gK8rLjpt,1
"The reaction of our country, London, Parliament to this week's appalling attack---calm, resolute, united---speaks volumes about who we are.",1
We all mourn for PC Keith Palmer and send the deepest condolences to his family. He died protecting all of us at Westminster.,1
"Deep sorrow for victims of today's attack and families. Thank you to brave responders including police, emergency services, @Tobias_Ellwood.",1
"What is the precedent for a foreign government accusing U.K. of spying, apologising, withdrawing the apology? Anyonâ€_ https://t.co/hB4lUdRAa8",1
Breaking: I will shortly be announced as editor of Heat magazine....,1
"RT @SadiqKhan: To the one million Londoners of EU origin - you are welcome here, &amp; you deserve certainty about your future. #bbcqt https://â€_",1
Hearing that Trump state visit stop-off at GCHQ Cheltenham might have to be rearranged....,1
The Sky bid would give more power to people who already have too much &amp; is against the public interest. It should bâ€_ https://t.co/MBlAdYS6Cj,1
_Ÿ˜¢Meanwhile we are destroying our planet... https://t.co/O7VgyET9cz,1
"U-turn if you want to, the lady's not for turning...oh alright go on then",1
Good that Ofcom says will do fit &amp; proper test of full Murdoch control of Sky if bid referred. Must be comprehensive https://t.co/V7KhF6iPIj,1
Sturgeon wanted this and May has enabled it by speaking only for the 52%.,1
RT @NewStatesman: Former Guardian editor @arusbridger on why the Murdoch empire's bid for #Sky should be opposed https://t.co/URZyd73L9K htâ€_,1
Why didn't I think of that? https://t.co/BgiGzmYl7m,1
My letter sent yesterday to Karen Bradley asking her to ensure fit and proper review of Murdoch bid for full controâ€_ https://t.co/acU5yTCYRN,1
RT @business: News Corp. erased 20 million emails in 2010 and 2011 amid phone-hacking probe https://t.co/zSS2z7R04J https://t.co/vn5hAgDmaC,1
RT @MayorRos: Yesterday I wrote to MPs &amp; others explaining why the new HS2 route does not deliver for our region and its people. https://t.â€_,1
RT @MayorRos: Why the route that nobody asked for simply doesnâ€™t stack up. It's time to think again. #HS2 #MeadowhallvsMidland https://t.coâ€_,1
FFS https://t.co/LZftJG2DSK,1
Deeper Budget truth is trickle-down economics prevails: Billions in corporation tax cuts in pipeline at same time as tax rises/benefit cuts.,1
Time for crap excuses hotline:  press 1 for economic downturn;2 for not that nic rate; 3 for blame DC; 4 for not free for interview.,1
Not so much..... https://t.co/og3HtERpM9,1
Murdochs not fit and proper to have full control of Sky. Regulator must review before bid goes through. My q.earlier https://t.co/Pp3UYtA6Yq,1
For those who want to understand why the Fox bid for Sky is threatening to media plurality read this paper.  https://t.co/QRSobu7KcP,1
"""The time for trivial fights is over...and the time for archive doughnut pictures has begun"" https://t.co/1yCzLofNWn",1
".@theresa_may Stopping housing benefit for young people will not tackle ""burning injustice"" it will make it worse.",1
My statement on Karen Bradley's announcement on Murdoch bid: why would we want the Murdochs to have even more contrâ€_ https://t.co/yArALW6nmo,1
"2//Now bid has been notified, Ofcom also need to confirm they will do examination of the fitness of Murdochs to have full control of Sky.",1
1/It is right that Karen Bradley should refer the Murdoch Sky bid to Ofcom. No conceivable way that she can reasonably do otherwise...,1
"Well done Carol Ann Duffy, Rufus Norris &amp; cast of #MyCountry on v. important play. We all need to hear voices of thâ€_ https://t.co/ol1u2yorDD",1
"Really important campaign around safeguarding of young people #StopLookListen17 with @UKYouthhttps://t.co/edKoyuVLpmPLS RT",1
I'm looking for someone to come and work with me on issues around inequality. See the ad here. https://t.co/HpD6hYeoTZ,1
"Sad news. For decades, Gerald was an outstanding servant of the Labour movement. His principles, values &amp; friendshiâ€_ https://t.co/qjquJqUfrV",1
"RT @phadzyy25: Calling for Copeland with @Ed_Miliband come join us any time until 9pm at Ergon House, Horseferry Road. #VoteLabour https://â€_",1
RT @johnharris1969: #AnywhereButWestminster visits Stoke (again). Activists everywhere; lots of non-voters; Labour ppl try to break thru htâ€_,1
Busted... https://t.co/i2naE1fU0m,1
"Well done to @CarolineFlintMP , @LiamByrneMP and @JonAshworth for their courage in speaking about their experiencesâ€_ https://t.co/03VREOEkFK",1
Really feels like Parliament is missing out on an address by the President given today's press conference....,1
"Murdoch empire, federal investigation into Fox News, claims of electronic surveillance. Clear relevance for Sky bidâ€_ https://t.co/oT5PmB15zp",1
This https://t.co/xF5fh6CtC0,1
RT @guardian: Ed Miliband asks Ofcom for inquiry into Rupert Murdoch Sky bid https://t.co/2682WWYWeJ,1
"(3/3)With new bid for Sky &amp; JM chief exec of Fox &amp; chrmn. of Sky, Ofcom must revisit inquiry. Test of strength andâ€_ https://t.co/xbobtKZwko",1
(2/3) re: ownership of Sky. Declared fit&amp;proper in 2012 only on basis of minority Murdoch ownership and James Murdoch not in executive role,1
"(1/3)@vincecable, @sayeedawarsi, Baroness O' Neill, Lord Falconer &amp; I have written to Ofcom asking them to look at fitness and propriety",1
Minister confirms at end of HS2 debate Meadowhall still on table. Thanks to MPs for staying and campaigners for their hard work making case.,1
Sounds very familiar. From Mugabe to May in a few short years... https://t.co/xdnyBT0oJ6 https://t.co/umK76hU6w6,1
Can we get Jill Stein to organise a recount of this Superbowl?,1
"After phone-hacking, government said everything would change viz Murdoch but nothing has...https://t.co/27OQN8a6wi",1
Nick Littlefield loved life. He sang beautifully and this is a way to remember him. https://t.co/TUm1coBrcp,1
"RIP Nick Littlefield, kind, generous, passionate, loving, decent, man. My heart is with you Jenny, Kate, Frank, Tom. https://t.co/TyZLohAeD8",1
POTUS trolls his own lawyers. RIP satire. https://t.co/qlFqxyIDfx,1
RT @CllrRachel: Great time speaking to voters in sunny #Woodlands with @MayorRos &amp; @Ed_Miliband this morning â˜€ï¸è_Ÿ˜_ fingers crossed it stays nâ€_,1
That was the problem with George W. Bush. He appointed so many left-wing judges. https://t.co/bbn4aIeh11,1
"So sorry to hear of death of @GordonAikman. My heart goes out to Joe and his wider family. Gordon was a lovely, brave, decent man.",1
"Every day that goes by, the guy looks more unstable. https://t.co/SI4wefRqMs",1
Proud of fantastic #StandUpToTrump protests around country tonight--and thanks to those on the London one for being so welcoming.,1
"RT @YvetteCooperMP: The motion passed unanimously in House of Commons this eve condemning ""Trump's discriminatory, divisive &amp; counterproducâ€_",1
"House unanimously passes emergency motion finding Trump Muslim ban discriminatory, divisive and counterproductive and calling for repeal.",1
My speech in emergency debate about why Muslim ban cannot stand. https://t.co/wKWj4mtzT3,1
This is motion for emergency debate I will be seeking today with @nadhimzahawi and other MPs following the Foreignâ€_ https://t.co/CLL36GqfGI,1
2/We think it essential the House of Commons has proper chance immediately to debate &amp; send out united message against this abhorrent policy,1
"1/With @nadhimzahawi, I will be applying for an emergency debate for today on President Trump's Muslim ban, in addition to a Statement or UQ",1
"RT @KirkWJohnson: I served in Iraq, as USAIDâ€™s man in Fallujah.  Lived alongside Marines and interpreters as they fought terrorists. @realdâ€_",1
.@theresa_may You're the Prime Minister. Get on the phone to the President and tell him the ban cannot stand. And do it today.,1
@theresa_may You're the Prime Minister. Get on the phone to the President and tell him the ban cannot stand. And do it today.,1
Far too late and far too weak. https://t.co/XQhnNana37,1
It is beyond appalling and shameful that the Prime Minister of his party believes even for a moment that she can stâ€_ https://t.co/zs4sSVgePa,1
If this is true May's appalling amoral defence---matter for US govt--just disappeared... https://t.co/X054nq3lxH,1
RT @yarotrof: People who have legally lived in the US for decades and were abroad on a short trip now officially verboten. https://t.co/3f8â€_,1
"PM's refusal to condemn Trump Muslim ban is shocking, wrong and cannot stand. It flies in the face of the values of people across Britain.",1
The PM needs to say now the Trump executive order targeting Muslims to block their entry into the US is abhorrent.â€_ https://t.co/C6df0uIN3a,1
RT @speechboy71: What a dark day for this country https://t.co/FB1ciIfF9f https://t.co/XCAIaNCrKp,1
"Welcome to what our Prime Minister describes as ""a new era of American renewal"" https://t.co/XqX4Xyd4ff",1
"No advance on trade deal, words about NATO from May.What exactly did UK get out of that apart from looking like Trump endorser or apologist?",1
Typical leftie 'virtue signalling' from The Economist. These people don't want to make our country great again...https://t.co/9npbL0SzuK,1
"RT @iankatz1000: WATCH ""We're locking ourselves in Donald Trump's boot"" - @Ed_Miliband  on May's Trump visit https://t.co/ZCofNl379j #Newsnâ€_",1
"Today he starts on wall, praises waterboarding, bullies climate scientists.She says they can lead together.Surely dâ€_ https://t.co/8mHRKESrv3",1
Is this a parody account? https://t.co/fFhGjVXVNF,1
Feared the reality of today would be worse than the anticipation and it is.,1
RT @nytimes: Power brokers are in Davos to discuss globalization. But there's no appetite for redistributing wealth. https://t.co/7WLwh8cFOB,1
Boris Johnson proves once again he's not fit to be Foreign Secretary. Showing you can be supremely clever and yet immensely stupid.,1
Fairly sure 'Let's give billions more to big business in tax cuts' wasn't on the bus...,1
"Whatever precise mechanism, Jeremy Corbyn is totally right to be setting agenda on the crucial issue of obscene pay differentials today.",1
Zygmunt Bauman was a man of extraordinary intellect and deep compassion who believed in humanity. Sincerest condolences to his family.,1
Updated link to my urgent question on Rupert Murdoch earlier...https://t.co/Kkr6DmARhf,1
It was wrong for the Murdochs to own 100% of Sky in 2011 and 2012 and it is wrong today. My urgent question earlier https://t.co/cQWennXurU,1
Granted urgent question by the Speaker at 1230pm on Murdoch bid for Sky.,1
Proud of new role in international health promotion. When America sneezes....#flulabour,1
"3/...and Chairman of Sky. If 100% Murdoch control wrong then, wrong now given  this and events since. Link to report https://t.co/V87lMPJDac",1
2/Key is 2012 Ofcom report. Sky kept license on basis of minority Murdoch stake &amp; James Murdoch not Chair .Now JM Chief Exec of 21 C. Fox...,1
"1/ @vincecable and me in the Observer on why Murdoch Sky bid matters, should be referred to regulator &amp; blocked https://t.co/aLlZnckagw",1
My question earlier on Sky bid: gov. must bear in mind vote of House in 2011 to reject bid. Very little has changed https://t.co/a7QUmCXEF7,1
My piece for the Observer: We are leaving the EU. We need a plan for a Brexit that is fair and protects our economy. https://t.co/wz7sGyDSot,1
"RT @OwenJones84: Knitting With @Ed_Miliband, a new show coming soon on Sky One https://t.co/OLkiwXlvvo",1
2/@theresa_may On Downing St. steps you said you would stand up to the powerful. No better test than Murdoch bid for Sky. Over to you?,1
1/Do we want Rupert Murdoch controlling even more of media landscape? No. Government must refer bid for Sky to CMA/Ofcom,1
Out of darkest times have come some of our greatest achievements. Don't mourn- organise.My interview w/ @OwenJones84 https://t.co/BQ9ysHY3vQ,1
RT @lucianaberger: Thank you for all the very kind &amp; supportive messages. For those asking here's the statement I made outside court earlieâ€_,1
Well done @kezdugdale in seeking to open up question of where power lies in post-Brexit Britain https://t.co/ZXocj9Oa5U,1
We need a clear Brexit plan which seeks to bring the country together. My speech:  https://t.co/l6dBiLFvgA,1
Right that the government will publish Brexit plan. Country and Parliament won't accept one of the 'dog ate my homework' variety....,1
"Inconceivable Mark Carney's inequality speech would have been delivered a few years ago. Credit to him, but also says a lot about the times.",1
"RT @Miners4No1: Joe Solo &amp; The Hatfield Brigade- Merry Xmas From Hatfield Main. Released 28/11. All proceeds fighting austerity.https://t.â€_",1
Ex-Hatfield miners &amp; families have made this song raising money for local food banks. Please buy &amp; make Xmas No.1â€_ https://t.co/7hWKYHxXBc,1
"Trump railing against China on Twitter like it is a Celebrity Apprentice feud is not funny, but deeply, deeply worrying for the world.",1
Anyone would think these people are just making it up as they go along.... https://t.co/Cq5slACHbp,1
Let's remember to distinguish between his knowledge (copious) and his judgement (severely lacking) https://t.co/RRO8raqu9t,1
RT @guardian: This is the most dangerous time for our planet | Stephen Hawking https://t.co/4cXzZo43ED,1
Why is For. Sec. telling EU Ambs more about UK govt thinking than the British people or Parliament? His general buffoonery is not an excuse.,1
"RT @Law_and_policy: UK government happy to give EU a private ""running commentary"" but not UK media or MPs or the public.Think about it.",1